"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","comedia","pais","cantidad_actores","cantidad_directores","director","cantidad_generos","cantidad_paises","largo_titulo","largo_descripcion","log_imdb_votes","genero_principal","votos_faltantes"
"tm34746","Luv Shuv Tey Chicken Khurana","MOVIE","On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?",2012,"PG",140,"['comedy']","['IN']",0,6.6,3905,1,"IN",14,1,"Sameer Sharma",1,1,28,269,8.27026911143662,"comedy",0
"tm30278","Vettai","MOVIE","Guru always helps his timid brother win accolades and promotions in his career as a policeman. But a brutal incident makes Guru realise that he needs to help his brother in another way.",2012,"Sin dato",150,"['thriller', 'action']","['IN']",0,6,2433,0,"IN",14,1,"N. Linguswamy",2,1,6,185,7.79729127354747,"thriller",0
"tm166810","Michael","MOVIE","After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,"PG-13",97,"['thriller', 'drama']","['IN']",0,5.3,167,0,"IN",4,1,"Ribhu Dasgupta",2,1,7,203,5.12396397940326,"thriller",0
"tm169053","Shor in the City","MOVIE","Various residents and career-criminals face challenges in crime-laden Mumbai.",2011,"PG",107,"['drama', 'crime']","['IN']",0,7.2,3708,0,"IN",8,2,"Raj Nidimoru",2,1,16,77,8.21851757748959,"drama",0
"ts32460","Inborn Pair","SHOW","Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",2011,"TV-14",43,"['drama', 'comedy']","['TW']",1,7.1,108,1,"TW",9,0,"Sin director",2,1,11,145,4.69134788222914,"drama",0
"tm44615","Ferrari Ki Sawaari","MOVIE","A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble-- he doesnt inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it?  Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  Fasten your seatbelts. The joyride awaits",2012,"G",140,"['comedy', 'family', 'sport', 'drama']","['IN']",0,6.4,5411,1,"IN",6,1,"Rajesh Mapuskar",4,1,18,669,8.59637398929068,"comedy",0
"tm34646","Sisterakas","MOVIE","A man takes revenge on his sister by hiring her as his personal assistant.",2012,"Sin dato",110,"['drama', 'comedy']","['PH']",0,5.2,286,1,"PH",20,1,"Wenn V. Deramas",2,1,10,74,5.65948221575962,"drama",0
"ts99814","Masameer","SHOW","A popular Saudi animation show talks sarcastically about general issues in Saudi Arabia and Arab world by short stories represented by characters that imply some segments of society in Saudi and Arab community",2011,"TV-MA",0,"['comedy', 'animation']","['SA']",1,8.2,677,1,"SA",0,0,"Sin director",2,1,8,209,6.5191472879404,"comedy",0
"tm481620","The Rise of Kirmada","MOVIE","Kirmada, gets powerful by taking power of Shaitan, plans vengeance & tries to put troubles in Bheem and his friend's journey. However they manage to reach but things take a turn when the evil troops arrive and attack Bheem and his friends.",2012,"G",68,"['animation']","['IN']",0,8,53,0,"IN",0,1,"Rajiv Chilaka",1,1,19,239,3.98898404656427,"animation",0
"ts20682","Attack on Titan","SHOW","Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",2013,"TV-MA",24,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']","['JP']",4,9,325381,0,"JP",9,0,"Sin director",6,1,15,808,12.6927551557036,"scifi",0
"ts20351","Married at First Sight","SHOW","The cart comes way before the horse in the reality series ""Married at First Sight."" Based on a hit Danish format, ""Married..."" features people who agree to participate in an extreme experiment: Each covenants legal marriage with a complete stranger. Specialists -- including a spiritualist, a relationship coach and a sociologist -- use scientific matchmaking methods to determine each couple, who will not have met or had contact with each other until the wedding day. The series then documents the relationships, including honeymoons and other relatable events of married life. After several weeks, each couple must decide whether to remain together or go their individual ways.",2014,"TV-PG",64,"['reality', 'european']","['US']",14,6.1,1975,0,"US",4,0,"Sin director",2,1,22,680,7.58882987830781,"reality",0
"tm140389","Paddington","MOVIE","A young Peruvian bear travels to London in search of a new home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family.",2014,"PG",96,"['comedy', 'animation', 'family', 'fantasy', 'european']","['FR', 'GB', 'US']",0,7.2,111092,1,"FR",66,1,"Paul King",5,3,10,152,11.6181229673421,"comedy",0
"tm169422","Her","MOVIE","In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",2013,"R",126,"['drama', 'romance', 'scifi']","['US']",0,8,586679,0,"US",36,1,"Spike Jonze",3,1,3,410,13.2822348053607,"drama",0
"tm169719","42","MOVIE","The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.",2013,"PG-13",128,"['drama', 'sport']","['US']",0,7.5,93314,0,"US",82,1,"Brian Helgeland",2,1,2,342,11.4437361456172,"drama",0
"tm183523","Oldboy","MOVIE","An everyday man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.",2013,"R",104,"['thriller', 'action', 'drama']","['US']",0,5.7,75015,0,"US",32,1,"Spike Lee",3,1,6,162,11.2254567030995,"thriller",0
"tm143227","Begin Again","MOVIE","Gretta, a budding songwriter, finds herself alone after her boyfriend Dave ditches her. Her life gains purpose when Dan, a record label executive, notices her talent.",2013,"R",104,"['comedy', 'music', 'romance', 'drama']","['US']",0,7.4,154049,1,"US",48,1,"John Carney",4,1,11,166,11.9450325040248,"comedy",0
"ts20823","Orange Is the New Black","SHOW","A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",2013,"TV-MA",59,"['drama', 'comedy', 'crime']","['US']",7,8.1,295591,1,"US",19,0,"Sin director",3,1,23,218,12.5967354040905,"drama",0
"tm143474","Vampire Academy","MOVIE","Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",2014,"PG-13",104,"['fantasy', 'horror', 'thriller', 'action', 'comedy', 'drama']","['US']",0,5.4,54190,1,"US",29,1,"Mark Waters",6,1,15,485,10.9002701219791,"fantasy",0
"tm141648","Seventh Son","MOVIE","John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",2014,"PG-13",120,"['fantasy', 'action']","['US', 'GB', 'CN', 'CA']",0,5.5,76395,0,"US",42,1,"Sergei Bodrov",2,4,11,444,11.243685617763,"fantasy",0
"tm154797","The Nut Job","MOVIE","Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.",2014,"PG",85,"['comedy', 'crime', 'family', 'animation']","['CA', 'KR']",0,5.7,28295,1,"CA",19,1,"Peter Lepeniotis",4,2,11,261,10.2504757308853,"comedy",0
"tm181533","The Big Wedding","MOVIE","To the amusement of their adult children and friends, long divorced couple Don and Ellie Griffin are once again forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",2013,"R",90,"['comedy', 'drama', 'romance']","['US']",0,5.6,49549,1,"US",24,1,"Justin Zackham",3,1,15,477,10.8107375397581,"comedy",0
"tm143372","Stand by Me Doraemon","MOVIE","In the suburbs of Tokyo some time ago, there lived a clumsy boy about 10 years old. There appeared in front of him named Sewashi, Nobita's descendant of four generations later from the 22nd century, and Doraemon, a 22nd century cat-type caretaker robot who helps people with its secret gadgets. Sewashi claims that his family is suffering from the debts Nobita made even to his generation, so in order to change this disastrous future, he brought along Doraemon as Nobita's caretaker to bring happiness to his future, although Doraemon is not happy about this. And so Sewashi installed an accomplishment program into Doraemon forcing him to take care of Nobita. Unless he makes Nobita happy, Doraemon can no longer go back to the 22nd century. This is how the life of Doraemon and Nobita begins. Will Doraemon succeed this mission and return to the 22nd century?",2014,"G",90,"['fantasy', 'animation', 'comedy', 'drama', 'family', 'scifi']","['JP']",0,7.3,7812,1,"JP",14,2,"Takashi Yamazaki",6,1,20,862,8.96354429199674,"fantasy",0
"tm167944","Berserk: The Golden Age Arc III - The Advent","MOVIE","A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile, his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.",2013,"NC-17",110,"['fantasy', 'action', 'drama', 'horror', 'romance', 'animation']","['JP']",0,7.8,9942,0,"JP",16,1,"Toshiyuki Kubooka",6,1,44,167,9.20462406498007,"fantasy",0
"tm152904","Tom Segura: Completely Normal","MOVIE","An original stand-up comedy special written and performed by comedian Tom Segura.",2014,"Sin dato",74,"['comedy', 'documentation']","['US']",0,7.7,2570,1,"US",1,1,"Jay Chapman",2,1,29,81,7.85205020726589,"comedy",0
"ts53641","Lalaloopsy","SHOW","The Lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",2013,"TV-Y",23,"['animation']","['US']",3,6.4,104,0,"US",0,0,"Sin director",1,1,10,143,4.65396035015752,"animation",0
"tm143363","2 States","MOVIE","A man and a woman come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.",2014,"PG",149,"['comedy', 'drama', 'romance']","['IN']",0,6.9,25344,1,"IN",11,1,"Abhishek Varman",3,1,8,201,10.1403367509064,"comedy",0
"tm158980","Khoobsurat","MOVIE","A vibrant, hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her – and is engaged to someone else.",2014,"PG",130,"['comedy', 'romance']","['IN']",0,6.5,8330,1,"IN",7,1,"Shashanka Ghosh",2,1,10,153,9.02773877597491,"comedy",0
"tm145791","Miss Granny","MOVIE","An unappreciated old granny magically turns 20 years old again and decides to make the most of her newfound youth.",2014,"Sin dato",124,"['drama', 'comedy', 'fantasy', 'music']","['KR']",0,7.2,3433,1,"KR",17,1,"Hwang Dong-hyuk",4,1,11,114,8.14148104145742,"drama",0
"tm151210","Jim Gaffigan: Obsessed","MOVIE","Jim Gaffigan bursts back on the scene with this eagerly anticipated fourth comedy special. Dubbed the ""King of Clean Comedy"" by The Wall Street Journal, Jim's obsession with all things food comes to fruition on Obsessed as he tackles a cornucopia of new food topics from fruit to seafood to donuts. Get ready for 70 minutes of non-stop laughs at Jim's twisted-yet-enlightened observations on the seemingly mundane topics that have made him a fixture in the comedy world for audiences of all ages.",2014,"Sin dato",70,"['comedy', 'documentation']","['US']",0,7.6,2226,1,"US",1,1,"Jay Chapman",2,1,22,496,7.70841066725737,"comedy",0
"tm153055","Mitt","MOVIE","A filmmaker is granted unprecedented access to a political candidate and his family as he runs for President.",2014,"Sin dato",93,"['documentation', 'family']","['US']",0,6.9,2579,0,"US",1,1,"Greg Whiteley",2,1,4,109,7.85554467791566,"documentation",0
"tm186161","Boss","MOVIE","Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.",2013,"PG-13",143,"['action', 'comedy', 'crime', 'drama']","['IN']",0,5.3,11059,1,"IN",7,1,"Anthony D'Souza",4,1,4,148,9.31109027507633,"action",0
"ts122290","Dharmakshetra","SHOW","After the end of 18 days war of Mahabharata, Pandavas and Kauravas reach the court of Chitragupta where they have to answer their actions of their past life. In each episode one of the character takes the centre stage to answer the questions asked by Chitragupta on behalf of the others.",2014,"TV-14",44,"['drama']","['IN']",1,8.2,247,0,"IN",0,0,"Sin director",1,1,13,287,5.51342874616498,"drama",0
"tm169669","Four Sisters and a Wedding","MOVIE","The children of the Salazar family have been pursuing separate lives in the recent years. After a few years of not being together as a whole family, they find themselves reuniting when CJ announces his plan to marry Princess, his girlfriend for three months. Much to their shock and dismay, CJ's sisters come together for the wedding and have agreed to dissuade him from marrying his fiancée.",2013,"Sin dato",126,"['drama', 'comedy']","['PH']",0,7.2,789,1,"PH",24,1,"Cathy Garcia-Molina",2,1,26,392,6.67203294546107,"drama",0
"tm228574","Swearnet Live","MOVIE","""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network.",2014,"Sin dato",75,"['comedy']","['CA']",0,5.4,519,1,"CA",5,3,"Robb Wells",1,1,13,138,6.25382881157547,"comedy",0
"tm146657","Jeff Dunham: All Over the Map","MOVIE","Jeff Dunham and his iconic creations, Achmed, Walter, Peanut, and Bubba J. have embarked on an unprecedented world tour through five continents, logging almost 100,000 miles and starring in arenas where few American comedians have dared to perform. Tell the wrong joke in Singapore or United Arab Emirates and risk being handcuffed before you ever leave the stage. Bring Achmed the Dead Terrorist on stage in Malaysia after a government warning forbidding his presence, and you may never leave Kuala Lumpur. While Dunham crafts pop culture references that can excite a local audience upon entering each country, Jeff shows that humor is truly universal. Most of the time.",2014,"PG-13",41,"['comedy']","['IL', 'NO', 'ZA', 'AE', 'GB', 'IS', 'IE']",0,7.1,854,1,"IL",1,1,"Rob Dipple",1,7,29,671,6.75110146893676,"comedy",0
"tm175954","Aziz Ansari: Buried Alive","MOVIE","Standup comedian Aziz Ansari (""Parks and Recreation"") headlines his third standup special, where he shares his uniquely hilarious perspective on fears of adulthood, babies, marriage, and more. Ansari's look at life on the cusp of 30 years old is smart, unfiltered, and hysterical.",2013,"Sin dato",79,"['comedy', 'documentation']","['US']",0,7.2,3980,1,"US",1,2,"Will Lovelace",2,1,25,280,8.28928832300032,"comedy",0
"tm183002","Madras Cafe","MOVIE","An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.",2013,"PG-13",130,"['thriller', 'action', 'drama']","['IN']",0,7.7,24319,0,"IN",14,1,"Shoojit Sircar",3,1,11,133,10.0990543360801,"thriller",0
"tm205684","Confusion Na Wa","MOVIE","Set in a Nigerian city Confusion Na Wa is a dark comedy about a group of strangers whose fates become intertwined over the course of 24 hours. At the heart of everything is a phone found by two opportunist wasters Charles and Chichi who, having read through its contents, decide to blackmail the owner Emeka. Little do they realize that their misdemeanors have set in motion a chain of events that will lead to their own downfall.",2013,"Sin dato",105,"['crime', 'comedy', 'drama']","['NG']",0,7,38,1,"NG",8,1,"Kenneth Gyang",3,1,15,430,3.66356164612965,"crime",0
"tm175753","Chashme Baddoor","MOVIE","Siddharth, Omi, and Jai are close friends and roommates who are studying at Delhi University. Siddharth has completed M.A in Economics and is preparing for Ph.D. Siddharth is very studious and spends most of his time with books whereas Omi and Jai are busy in chasing girls, watching movies or dramas; only common thing among them is smoking. One day Omi and Jai see a girl who is new to their neighborhood and try to impress her by their tricks; they give up when both of them experience shameful events. After some days, Neha shows up as Chamko washing powder salesgirl to their flat, upon seeing whom Jai and Omi hide quickly. Siddharth sees Neha for the first time and a love story begins. But when his two friends find out, they decide to put an end to their relationship as a revenge to the embarrassment inflicted upon them by the girl. Initially, they succeed in separating Siddharth and Neha but later on repent",2013,"Sin dato",120,"['comedy', 'drama']","['IN']",0,5.4,5121,1,"IN",6,1,"David Dhawan",2,1,15,920,8.54130026675947,"comedy",0
"tm169294","Pagpag: Nine Lives","MOVIE","The movie follows a group of teenagers that are terrorized by an evil spirit. The film revolves around the traditional Filipino belief that one should never go home directly after visiting a wake since it risks bringing evil spirits or the deceased to one's home.",2013,"Sin dato",105,"['horror']","['PH']",0,5.5,313,0,"PH",17,1,"Frasco Mortiz",1,1,18,263,5.74939298590825,"horror",0
"tm159701","Wyatt Cenac: Brooklyn","MOVIE","Standup special recorded at Union Hall in Brooklyn.",2014,"Sin dato",67,"['comedy']","['US']",0,6.3,228,1,"US",3,1,"Wyatt Cenac",1,1,21,51,5.43372200355424,"comedy",0
"tm323262","Seven Souls in the Skull Castle","MOVIE","After the demise of warlord Nobunaga ODA, Japan was about to be unified by Hideyoshi TOYOTOMI. However, there was one man in Kanto region that was defiant to it. That man, who named himself TenmaOh (Mirai MORIYAMA) and leads the KANTO DOKURO-TO, an armed group hiding in the pitch-black DOKURO-JO (skull castle), once worked for NOBUNAGA. Sutenosuke (Shun OGURI) happens to rescue a woman who has been chased by the KANTO DOKURO-TO, which was headed by the bloodthirsty madman TenmaOh.",2013,"Sin dato",179,"['drama', 'action', 'romance']","['JP']",0,7.3,47,0,"JP",7,0,"Sin director",3,1,31,485,3.87120101090789,"drama",0
"tm142852","She's Dating the Gangster","MOVIE","She’s Dating the Gangster tells the heart-wrenching tale of 17-year-old Athena Dizon and campus bad boy Kenji de los Reyes, two teenagers who begin a pretend relationship that ultimately transforms into something deeper.",2014,"Sin dato",105,"['romance', 'comedy', 'drama']","['PH']",0,7,1079,1,"PH",19,1,"Cathy Garcia-Molina",3,1,25,220,6.98471632011827,"romance",0
"tm180738","Deewana Main Deewana","MOVIE","Govinda plays role of a person who is an easy going person and Priyanka enters his life. He wants to win her over and for this he keeps making one after another mistake. In order to impress her, he tells many lies and she starts hating him.  This film is remake of successful Tamil film ""Priyamudan"" directed by Vincent Selva.",2013,"Sin dato",107,"['thriller', 'comedy', 'drama', 'romance']","['IN']",0,2.6,374,1,"IN",5,1,"K. C. Bokadia",4,1,20,326,5.92692602597041,"thriller",0
"ts32752","Two Fathers","SHOW","Seven years ago, two men were notified that the women they both dated had disappeared after giving birth to a baby girl. Not knowing who the father was, the two bachelors decided to raise the baby together. Tang Xiang Xi, the smooth-talking lawyer, and Wen Zhen Hua, the sensitive florist, and the young Tang Wen Di make up a non-traditional family. Their unique living arrangement attracts the attention of the girl's pigheaded teacher and their reclusive next door neighbor.",2013,"TV-14",44,"['comedy', 'drama']","['TW']",1,8,54,1,"TW",5,1,"Chun Chieh Liu",2,1,11,476,4.00733318523247,"comedy",0
"tm528044","Chhota Bheem Neeli Pahaadi","MOVIE","The kids are excited, as they have all planned a trip to the Neeli Pahadi right on the borders of Dholakpur. The Neeli Pahadi has always been an uneasy reality of Dholakpur with rumours of ghostly inhabitants and a mysterious past which goes back right to the days when the kingdom of Dholakpur was established.",2013,"G",63,"['animation']","[]",0,8.5,9,0,"",0,0,"Sin director",1,0,26,311,2.30258509299405,"animation",0
"ts37143","Alone","SHOW","Hardcore survivalists are put by themselves in the Vancouver Island wilderness, without camera crews, teams, or producers – on a single mission to stay alive for as long as possible.",2015,"TV-MA",48,"['reality', 'documentation']","['US']",8,8.4,4622,0,"US",0,0,"Sin director",2,1,5,182,8.43879912398823,"reality",0
"ts36147","Lucifer","SHOW","Bored and unhappy as the Lord of Hell, Lucifer Morningstar abandoned his throne and retired to Los Angeles, where he has teamed up with LAPD detective Chloe Decker to take down criminals. But the longer he's away from the underworld, the greater the threat that the worst of humanity could escape.",2016,"TV-14",47,"['scifi', 'crime', 'drama', 'fantasy']","['US']",6,8.1,308291,0,"US",8,0,"Sin director",4,1,7,297,12.6388026647864,"scifi",0
"tm239727","Nocturnal Animals","MOVIE","Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",2016,"R",115,"['drama', 'thriller']","['US']",0,7.5,264884,0,"US",47,1,"Tom Ford",2,1,17,264,12.4870510485153,"drama",0
"ts70529","Norsemen","SHOW","Norsemen is an epic and humorous drama series set in the Viking Age. The residents of an 8th-century Viking village experience political rivalry, social change and innovations that upend their culture and way of life.",2016,"TV-MA",30,"['comedy', 'drama']","['NO']",3,7.7,18040,1,"NO",17,0,"Sin director",2,1,8,217,9.8004022244528,"comedy",0
"tm137693","Crimson Peak","MOVIE","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015,"R",119,"['thriller', 'drama', 'horror', 'romance', 'fantasy']","['US']",0,6.5,143899,0,"US",45,1,"Guillermo del Toro",5,1,12,255,11.8768738928755,"thriller",0
"ts18010","Bloodline","SHOW","A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty.",2015,"TV-MA",57,"['drama', 'thriller']","['US']",3,7.9,50028,0,"US",7,0,"Sin director",2,1,9,389,10.8203581162753,"drama",0
"ts41956","Designated Survivor","SHOW","Tom Kirkman, a low-level cabinet member is suddenly appointed President of the United States after a catastrophic attack during the State of the Union kills everyone above him in the Presidential line of succession.",2016,"TV-PG",44,"['war', 'action', 'drama', 'thriller']","['US']",3,7.5,88019,0,"US",6,0,"Sin director",4,1,19,215,11.3853193403651,"war",0
"ts21981","iZombie","SHOW","A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",2015,"TV-14",42,"['scifi', 'comedy', 'crime', 'drama', 'horror']","['US']",5,7.8,66488,1,"US",7,0,"Sin director",5,1,7,316,11.1047917994278,"scifi",0
"ts38710","Wynonna Earp","SHOW","Wyatt Earp's great granddaughter Wynonna battles demons and other creatures with her unique abilities and a posse of dysfunctional allies - the only thing that can bring the paranormal to justice.",2016,"TV-14",43,"['action', 'scifi', 'western', 'drama', 'fantasy', 'thriller']","['US', 'CA']",4,7.3,22256,0,"US",7,0,"Sin director",6,2,12,196,10.0104118448576,"action",0
"ts53664","Fauda","SHOW","A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion.",2015,"TV-MA",40,"['war', 'thriller', 'action', 'drama']","['IL']",3,8.3,25239,0,"IL",9,0,"Sin director",4,1,5,149,10.1361853166551,"war",0
"tm143085","Chappie","MOVIE","Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",2015,"R",120,"['scifi', 'drama', 'thriller', 'action', 'crime']","['MX', 'ZA', 'US']",0,6.8,247192,0,"MX",44,1,"Neill Blomkamp",5,3,7,385,12.4179246870126,"scifi",0
"tm138297","The Conjuring 2","MOVIE","New Line Cinema's supernatural thriller The Conjuring 2, with James Wan (Furious 7) once again at the helm following the record-breaking success of The Conjuring, brings to the screen another real case from the files of renowned demonologists Ed and Lorraine Warren. Reprising their roles, Oscar nominee Vera Farmiga (Up In the Air, TV's Bates Motel) and Patrick Wilson (the Insidious films), star as Lorraine and Ed Warren, who, in one of their most terrifying paranormal investigations, travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.",2016,"R",134,"['thriller', 'horror', 'drama']","['US']",0,7.3,260693,0,"US",31,1,"James Wan",3,1,15,604,12.471102584697,"thriller",0
"ts21986","Good Witch","SHOW","Cassie Nightingale, Middleton’s favorite enchantress, and her young-teenage daughter Grace, who shares that same special intuition as her mom, welcome Dr. Sam Radford and his son to town. When the New York transplants move in next to the Grey House, they are immediately spellbound by the mother-daughter duo next door, but Sam and Cassie quickly find they may not see eye to eye. With her signature charm, Cassie attempts to bring everyone together, ensuring all of Middleton is in for new changes, big surprises and, of course, a little bit of magic!

""Good Witch” is based on Bell’s beloved character Cassie, the raven-haired enchantress who kept audiences spellbound for seven installments of Hallmark Channel's longest-running and highest-rated original movie franchise of all time.",2015,"TV-G",43,"['scifi', 'comedy', 'drama', 'fantasy']","['US']",7,7.2,10392,1,"US",5,0,"Sin director",4,1,10,789,9.24888778158842,"scifi",0
"tm219248","The Fundamentals of Caring","MOVIE","Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.",2016,"R",97,"['drama', 'comedy']","['US']",0,7.3,70542,1,"US",19,1,"Rob Burnett",2,1,26,474,11.1639777319472,"drama",0
"tm208622","American Ultra","MOVIE","Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",2015,"R",96,"['comedy', 'action', 'scifi']","['US', 'CH']",0,6.1,89912,1,"US",58,1,"Nima Nourizadeh",3,2,14,397,11.4065978151222,"comedy",0
"ts3844","Aquarius","SHOW","In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",2015,"TV-14",43,"['drama', 'crime', 'thriller', 'european']","['US']",2,7.1,12112,0,"US",14,0,"Sin director",4,1,8,233,9.4020345350168,"drama",0
"ts53287","Roman Empire","SHOW","This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",2016,"TV-14",48,"['drama', 'history', 'war', 'documentation']","['US']",3,7,7539,0,"US",1,0,"Sin director",4,1,12,145,8.927977461002,"drama",0
"tm200690","The Forest","MOVIE","Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2016,"R",95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']","['US']",0,4.8,42148,0,"US",31,1,"Jason Zada",5,1,10,208,10.6489662383562,"thriller",0
"ts76079","Grizzy & the Lemmings","SHOW","The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",2016,"TV-Y7",7,"['comedy', 'animation', 'family', 'european']","['FR']",3,7.1,579,1,"FR",3,0,"Sin director",4,1,21,756,6.36302810354046,"comedy",0
