"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","comedia","pais","cantidad_actores","cantidad_directores","director","cantidad_generos","cantidad_paises","largo_titulo","largo_descripcion","log_imdb_votes","genero_principal","votos_faltantes"
"ts300274","Cooking With Paris","SHOW","Paris Hilton can cook...kind of. And she’s turning the traditional cooking show upside down. She’s not a trained chef and she’s not trying to be. With the help of her celebrity friends, she navigates new ingredients, new recipes and exotic kitchen appliances.",2021,"TV-MA",23,"['reality']","['US']",1,5.2,1055,0,"US",1,0,"Sin director",1,1,18,259,6.96224346426621,"reality",0
"tm244923","My Mother's Wound","MOVIE","Upon turning eight-teen, Salih leaves the orphanage to find his lost family and begins working in a Serbian farm. Suddenly, at the most unexpected moment he has found a home. Will he ever be able to let go of the ghosts of his past and be happy in this new life? As tension escalates disquieting secrets surface. A gripping tale of family, love and identity, My Mother's Wound follows Salih as he searches for a trail of hope amongst war-torn lives.",2016,"PG-13",120,"['drama', 'war']","['TR']",0,7.3,3620,0,"TR",11,1,"Ozan Açıktan",2,1,17,449,8.19450550976564,"drama",0
"tm230478","Brent Morin: I'm Brent Morin","MOVIE","In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",2015,"Sin dato",67,"['comedy']","['US']",0,6.5,688,1,"US",1,1,"Lance Bangs",1,1,28,150,6.53524127101366,"comedy",0
"tm327551","Born in Syria","MOVIE","This intimate documentary follows a group of Syrian children refugees who narrowly escape a life of torment and integrate into a foreign land.",2016,"Sin dato",86,"['documentation', 'european']","['ES', 'DK']",0,7.7,279,0,"ES",0,1,"Hernán Zin",2,2,13,142,5.63478960316925,"documentation",0
"ts256710","Archive 81","SHOW","An archivist takes a job restoring damaged videotapes and gets pulled into the vortex of a mystery involving the missing director and a demonic cult.",2022,"TV-MA",54,"['scifi', 'drama', 'horror', 'thriller']","['US']",1,7.3,43068,0,"US",7,0,"Sin director",4,1,10,149,10.6705587597614,"scifi",0
"ts82559","Amazing Interiors","SHOW","Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.",2018,"TV-PG",26,"['documentation']","['US', 'GB']",1,6.6,797,0,"US",0,0,"Sin director",1,2,17,134,6.68210859744981,"documentation",0
"tm441915","Elf Pets: Santa's St. Bernards Save Christmas","MOVIE","What happens when an entire town forgets the true spirit of the Christmas season? It’s up to Santa and a delightful cast of North Pole characters to help them remember! In this festive Elf Pets® animated special, Santa discovers there is not enough Christmas spirit for him to make Christmas magical. Thankfully, The Elf on the Shelf® Scout Elves, Santa’s special Elf Pets® St. Bernard pups and a big-hearted family join forces to help others remember the true meaning of Christmas and ensure another successful holiday season for Santa!",2018,"G",26,"['animation', 'fantasy']","['US']",0,5.3,95,0,"US",10,1,"Chanda Bell",2,1,45,537,4.56434819146784,"animation",0
"tm446625","Miles Davis: Birth of the Cool","MOVIE","A visionary, innovator, and originator who defied categorization and embodied the word cool—a foray into the life and career of musical and cultural icon Miles Davis.",2019,"Sin dato",115,"['documentation', 'music']","['US']",0,7.4,1771,0,"US",15,1,"Stanley Nelson",2,1,30,166,7.47986413116503,"documentation",0
"tm948607","Midnight at the Magnolia","MOVIE","Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.",2020,"Sin dato",87,"['comedy', 'romance']","['CA']",0,5.8,5296,1,"CA",13,1,"Max McGuire",2,1,24,150,8.57489590154453,"comedy",0
"ts87986","Dolly Parton's Heartstrings","SHOW","Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",2019,"TV-14",67,"['drama', 'comedy', 'music']","['US']",1,7.6,2107,1,"US",1,0,"Sin director",3,1,27,146,7.65349490966125,"drama",0
"tm946604","What We Wanted","MOVIE","Alice and Niklas are a young couple who's biggest wish is to have a child of their own. After several failed attempts they decide to go on a holiday in Sardinia to clear their minds. There they meet a family from Austria that seems to have everything they ever wished for. But appearances can be deceiving...",2020,"Sin dato",94,"['drama']","['AT']",0,5.9,1773,0,"AT",10,1,"Ulrike Kofler",1,1,14,308,7.48099216286952,"drama",0
"tm908128","Chaman Bahar","MOVIE","An ambitious young man, in a small town in Central India, sets up a paan shop to a floundering start. His fortunes start to change dramatically when a family shifts in the house across the road. Hordes of boys start following the teenage girl from the family and set up an ""adda"" at Billu's shop. His business flourishes tremendously but Billu is now more unhappy than ever, as he has fallen for the girl himself!",2020,"Sin dato",111,"['drama', 'comedy']","['IN']",0,7,6732,1,"IN",3,1,"Apurva Dhar Badgaiyann",2,1,12,413,8.81477608854528,"drama",0
"tm150260","Cloudy with a Chance of Meatballs","MOVIE","Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",2009,"PG",90,"['animation', 'drama', 'romance', 'comedy', 'family', 'fantasy', 'scifi']","['US']",0,6.9,226225,1,"US",41,2,"Phil Lord",7,1,33,342,12.3292897785875,"animation",0
"ts30311","Victorious","SHOW","Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.",2010,"TV-G",25,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']","['US']",4,6.9,24224,1,"US",6,0,"Sin director",6,1,10,109,10.095140436759,"comedy",0
"tm429377","Bert Kreischer: Secret Time","MOVIE","Comedian Bert Kreischer is ready to take his shirt off and ""party hardy"" with his debut Netflix Original stand-up special, Bert Kreischer: Secret Time. Considered one of the best storytellers of his generation, Bert regales the audience at the Trocadero Theatre in Philadelphia with stories about zip-lining with his family, his daughter practicing softball with an imaginary ball, and upstaging ex-NBA player Ralph Sampson at a childhood basketball camp.",2018,"Sin dato",57,"['comedy', 'documentation']","['US']",0,7.3,2307,1,"US",1,1,"Todd Biermann",2,1,27,455,7.74413662762799,"comedy",0
"tm971819","Four Sisters Before the Wedding","MOVIE","After discovering that their parents' marriage is on the brink of ending, the Salazar siblings scheme to bring them back together in time for their 20th anniversary in a prequel to ""Four Sisters and a Wedding.""",2020,"Sin dato",116,"['drama', 'comedy']","[]",0,6.3,172,1,"",0,0,"Sin director",2,0,31,210,5.15329159449778,"drama",0
"ts298837","Badanamu Stories","SHOW","Badanamu Stories explore themes central to the lives of preschool children but in ways that inject whimsy, imagination, and wonder into the everyday.",2020,"TV-Y",13,"['animation']","[]",1,3.4,6,0,"",0,0,"Sin director",1,0,16,149,1.94591014905531,"animation",0
"ts320075","Aranyak","SHOW","After a foreign teenage tourist goes missing in a misty village, Kasturi, a frazzled local cop, is forced to team up with her city-bred successor, Angad, on a high-profile case that unearths skeletons and resurrects a long-forgotten legend of a savage serial killer in the woods.",2021,"TV-MA",41,"['crime', 'thriller', 'drama']","['IN']",1,7.9,7629,0,"IN",10,1,"Vinay Waikul",3,1,7,279,8.9398431242785,"crime",0
"tm837690","Eeb Allay Ooo!","MOVIE","Hired as a monkey repeller upon moving to Delhi, a young man struggles to find his footing in his unenviable job and his place in the unforgiving world.",2020,"Sin dato",97,"['drama', 'comedy']","['IN']",0,7.2,1532,1,"IN",6,1,"Prateek Vats",2,1,14,152,7.33498187887181,"drama",0
"tm456513","Army of the Dead","MOVIE","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021,"R",148,"['horror', 'thriller', 'crime', 'scifi', 'action']","['US']",0,5.7,166882,0,"US",56,1,"Zack Snyder",5,1,16,172,12.0250482470625,"horror",0
"tm312738","Jindua","MOVIE","An existing relationship is threatened when a new girl catches a man's eye.",2017,"Sin dato",140,"['romance', 'comedy', 'family']","['IN']",0,6.5,275,1,"IN",5,1,"Navaniat Singh",3,1,6,75,5.62040086571715,"romance",0
"tm356666","Judah Friedlander: America Is the Greatest Country in the United States","MOVIE","Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York, explaining why America is No. 1.",2017,"R",84,"['comedy', 'documentation']","['US']",0,7.8,1436,1,"US",1,1,"Judah Friedlander",2,1,71,141,7.27031288607902,"comedy",0
"ts90994","Chip and Potato","SHOW","Lovable pug Chip starts kindergarten, makes new friends and tries new things -- with a little help from Potato, her secret mouse pal.",2018,"TV-Y",15,"['animation']","['US']",3,6.4,155,0,"US",0,0,"Sin director",1,1,15,133,5.04985600724954,"animation",0
"tm838022","Upstarts","MOVIE","Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",2019,"Sin dato",112,"['drama', 'comedy']","['IN']",0,6.7,860,1,"IN",4,1,"Udai Singh Pawar",2,1,8,149,6.75809450442773,"drama",0
"ts78789","Re: Mind","SHOW","Eleven high school classmates awaken, restrained to a large dining room. While fearing for their lives, they question a motive to this bizarre act.",2017,"TV-MA",23,"['drama', 'thriller']","['JP']",1,4.9,1531,0,"JP",12,3,"Yusuke Ishida",2,1,8,147,7.33432935030054,"drama",0
"tm139545","The Outsider","MOVIE","A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.",2018,"R",120,"['crime', 'thriller', 'action', 'drama']","['US']",0,6.2,25223,0,"US",20,1,"Martin Zandvliet",4,1,12,102,10.1355512012249,"crime",0
"tm103732","Udaan","MOVIE","Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",2010,"R",138,"['drama']","['IN']",0,8.1,44556,0,"IN",6,1,"Vikramaditya Motwane",1,1,5,150,10.7045245473796,"drama",0
"tm244332","Beirut","MOVIE","In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",2018,"R",109,"['thriller', 'action', 'crime', 'drama']","['US']",0,6.4,21843,0,"US",16,1,"Brad Anderson",4,1,6,338,9.99168156327204,"thriller",0
"tm244259","Wind River","MOVIE","An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.",2017,"R",106,"['thriller', 'crime', 'drama', 'western']","['FR', 'GB', 'US']",0,7.7,240408,0,"FR",32,1,"Taylor Sheridan",4,3,10,127,12.3900969185464,"thriller",0
"ts319303","He's Expecting","SHOW","When a successful ad executive who's got it all figured out becomes pregnant, he's forced to confront social inequities he'd never considered before.",2022,"TV-PG",26,"['drama', 'comedy', 'romance']","['JP']",1,1.6,2735,1,"JP",6,2,"Yuko Hakoda",3,1,14,149,7.91425227874244,"drama",0
"tm185208","Elena","MOVIE","Petra heads to New York in search of her older sister after a long time of being separated. They are both movie actresses and heirs of the wounds of the Brazilian dictatorship. But Petra has only a few clues: home movies, newspaper clippings, a diary...",2013,"PG-13",82,"['documentation', 'european', 'drama', 'family']","['US', 'BR']",0,7.6,1823,0,"US",3,1,"Petra Costa",4,2,5,253,7.50878717063428,"documentation",0
"tm68191","My Führer","MOVIE","Hitler no longer believes in himself, and can barely see himself as an equal to even his sheep dog. But to seize the helm of the war he would have to create one of his famous fiery speeches to mobilize the masses. Goebbels therefore brings a Jewish acting teacher Grünbaum and his family from the camps in order to train the leader in rhetoric. Grünbaum is torn, but starts Hitler in his therapy ...",2007,"Sin dato",89,"['drama', 'european', 'comedy', 'war']","['DE']",0,5.5,4430,1,"DE",30,1,"Dani Levy",4,1,9,399,8.39638057119949,"drama",0
"tm363787","Christmas in the Heartland","MOVIE","Kara and Jessie are two teenage girls from very different worlds, but with a little Christmas magic, they find they have much more in common than they ever imagined.",2017,"Sin dato",90,"['family']","['US']",0,5.9,1414,0,"US",25,1,"Harvey Lowry",1,1,26,165,7.25488481007734,"family",0
"tm1044137","Headspace Unwind you Mind","MOVIE","Do you want to relax, meditate or sleep deeply? Personalize the experience according to you mood or mindset with this Headspace interactive special",2021,"G",15,"['animation', 'documentation']","['US']",0,7.2,132,0,"US",7,0,"Sin director",2,1,25,147,4.89034912822175,"animation",0
"tm1102570","Swallow","MOVIE","Set in the 1980s, Tolani Ajao is a bank secretary in Lagos, who finds herself persuaded by her friend Rose Adamson to enter the world of drug trafficking.",2021,"Sin dato",128,"['thriller', 'history', 'drama']","[]",0,3.4,175,0,"",11,1,"Kunle Afolayan",3,0,7,154,5.17048399503815,"thriller",0
"tm943790","Summerland","MOVIE","A woman during the Second World War opens her heart to an evacuee after initially resolving to be rid of him.",2020,"PG",100,"['romance', 'drama', 'war']","['GB']",0,7,6052,0,"GB",26,1,"Jessica Swale",3,1,10,109,8.70830929589169,"romance",0
"tm211554","Beyond Skyline","MOVIE","Detective Mark Corley storms his way onto an alien spaceship to rescue his estranged son. When the ship crashes in Southeast Asia, he forges an alliance with a band of survivors to take back the planet once and for all.",2017,"R",105,"['scifi', 'thriller', 'horror', 'action']","['SG', 'US', 'GB', 'ID', 'CA', 'CN']",0,5.3,21540,0,"SG",19,1,"Liam O'Donnell",4,6,14,219,9.9777133748881,"scifi",0
"ts80411","Lawless Lawyer","SHOW","Driven by the desire to avenge his mother, a former gangster turned lawyer uses both his fists and the loopholes in law to fight against those with absolute power.",2018,"TV-14",64,"['action', 'crime', 'drama', 'thriller']","['KR']",1,7.7,1572,0,"KR",12,1,"Kim Jin-min",4,1,14,163,7.36073990305828,"action",0
"tm1185367","White Hot: The Rise & Fall of Abercrombie & Fitch","MOVIE","All the cool kids were wearing it. This documentary explores A&F's pop culture reign in the late '90s and early 2000s and how it thrived on exclusion.",2022,"R",88,"['documentation']","['US']",0,5.6,1184,0,"US",5,1,"Alison Klayman",1,1,49,150,7.07749805356923,"documentation",0
"tm233015","Fitoor","MOVIE","A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",2016,"Sin dato",131,"['drama', 'romance']","['IN']",0,5.4,4787,0,"IN",12,1,"Abhishek Kapoor",2,1,6,116,8.47386806667786,"drama",0
"ts306322","The Unlikely Murderer","SHOW","After the assassination of prime minister Olof Palme in 1986, Stig Engström managed to elude justice right up to his death through a combination of audacity, luck, and a perplexed police force.",2021,"TV-MA",46,"['drama', 'crime']","['SE']",1,7,3954,0,"SE",9,0,"Sin director",2,1,21,193,8.28273588020175,"drama",0
"tm324870","Dude","MOVIE","Four best friends negotiate loss and major life changes during the last two weeks of high school.",2018,"Sin dato",90,"['comedy', 'drama']","['US']",0,5.2,6873,1,"US",33,1,"Olivia Milch",2,1,4,97,8.83550145740978,"comedy",0
"tm233616","LEGO Marvel Super Heroes: Avengers Reassembled!","MOVIE","The Avengers are forced to “party” with Ultron when he seeks to disassemble the team by taking control of Iron Man’s armor and enact a nefarious scheme to take over the world.",2015,"Sin dato",22,"['animation', 'comedy', 'scifi', 'action']","['US']",0,6.1,843,1,"US",15,1,"Rob Silvestri",4,1,47,175,6.73815249459596,"animation",0
"ts302363","Twenty Five Twenty One","SHOW","The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,"TV-14",76,"['drama', 'romance']","['KR']",1,8.7,4081,0,"KR",18,1,"Jung Jee-hyun",2,1,22,252,8.31434234336979,"drama",0
"ts84639","revisions","SHOW","An isolated city. An unknown enemy. An uncertain past and a prophecy of the future. The children fight the ""future"" to bring back the ""present"". No matter what, they're going home...",2019,"TV-MA",22,"['action', 'scifi', 'animation']","['JP']",1,5.9,598,0,"JP",10,0,"Sin director",3,1,9,182,6.39526159811545,"action",0
"ts83070","72 Dangerous Animals: Asia","SHOW","From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",2018,"TV-14",47,"['documentation']","['US']",1,6.6,517,0,"US",1,0,"Sin director",1,1,26,126,6.24997524225948,"documentation",0
"tm845549","The Reason I Jump","MOVIE","Based on the book by a non-verbal autistic man, Naoki Higashida, filmmaker Jerry Rothwell examines the lives of five non-speaking, autistic youngsters.",2020,"Sin dato",82,"['documentation', 'drama']","['US', 'GB']",0,7.5,802,0,"US",16,1,"Jerry Rothwell",2,2,17,151,6.68835471394676,"documentation",0
"ts223456","Pandemic: How to Prevent an Outbreak","SHOW","In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",2020,"TV-14",49,"['documentation']","['US']",1,6.3,2759,0,"US",1,1,"Doug Shultz",1,1,36,150,7.9229859587112,"documentation",0
"tm320785","The Mars Generation","MOVIE","Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.",2017,"Sin dato",97,"['documentation']","['US']",0,6.5,989,0,"US",8,1,"Michael Barnett",1,1,19,83,6.89770494312864,"documentation",0
"ts267062","Jiva!","SHOW","A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.",2021,"TV-MA",38,"['drama']","['ZA']",1,5.5,263,0,"ZA",5,0,"Sin director",1,1,5,130,5.57594910314632,"drama",0
"tm240895","Strange Weather","MOVIE","Years after her son's suicide, a woman longs to confront both the past and a friend of his who took his business idea.",2016,"R",95,"['drama']","['US']",0,6,1499,0,"US",20,1,"Katherine Dieckmann",1,1,15,118,7.3132203870903,"drama",0
"tm405901","Family Blood","MOVIE","Ellie, a recovering drug addict, has just moved to a new city with her two teenage children. She has struggled to stay sober in the past and is determined to make it work this time, finding a stable job and regularly attending her meetings. Unfortunately, new friends, a new job, and the chance of a new life, can’t keep Ellie from slipping once again. Her life changes when she meets Christopher – a different kind of addict – which forces her daughter and son to accept a new version of Ellie.",2018,"Sin dato",92,"['horror', 'thriller', 'drama']","['US']",0,4.2,2934,0,"US",12,1,"Sonny Mallhi",3,1,12,495,7.9844627322622,"horror",0
"tm151927","Mary Kom","MOVIE","A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.",2014,"PG-13",122,"['drama', 'sport', 'action']","['IN']",0,6.9,10656,0,"IN",8,1,"Omung Kumar",3,1,8,138,9.27397223222096,"drama",0
"ts86413","AJ and the Queen","SHOW","While traveling across the country in a run-down RV, drag queen Ruby Red discovers an unlikely sidekick in AJ: a tough-talking 10-year-old stowaway.",2020,"TV-14",52,"['comedy', 'drama']","['US']",1,7.4,7961,1,"US",6,0,"Sin director",2,1,16,148,8.98243550356026,"comedy",0
"tm898773","Bulbbul","MOVIE","A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",2020,"Sin dato",94,"['fantasy', 'horror', 'drama']","['IN']",0,6.5,11654,0,"IN",9,1,"Anvita Dutt",3,1,7,153,9.36349055146986,"fantasy",0
"tm883189","Dangerous Lies","MOVIE","After losing her waitressing job, Katie Franklin takes a job as a caretaker to a wealthy elderly man in his sprawling, empty Chicago estate. The two grow close, but when he unexpectedly passes away and names Katie as his sole heir, she and her husband Adam are pulled into a complex web of lies, deception, and murder. If she's going to survive, Katie will have to question everyone's motives — even the people she loves.",2020,"Sin dato",96,"['thriller', 'horror', 'drama', 'comedy', 'crime']","['US']",0,5.3,16731,1,"US",15,1,"Michael Scott",5,1,14,421,9.72507833256209,"thriller",0
"tm95252","The Book of Eli","MOVIE","A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",2010,"R",118,"['thriller', 'action', 'drama', 'european']","['US']",0,6.8,312538,0,"US",51,2,"Allen Hughes",4,1,15,152,12.6524845403717,"thriller",0
"tm1014947","Against the Ice","MOVIE","In 1909, two explorers fight to survive after they're left behind while on a Denmark expedition in ice-covered Greenland.",2022,"Sin dato",102,"['drama', 'history']","['DK', 'IS']",0,6.5,18057,0,"DK",13,1,"Peter Flinth",2,2,15,121,9.80134407886742,"drama",0
"ts15986","Dead Set","SHOW","Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",2008,"TV-MA",141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']","['GB']",1,7.6,19684,1,"GB",14,1,"Yann Demange",6,1,8,153,9.88761220337784,"scifi",0
"tm411958","Ibiza","MOVIE","She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.",2018,"Sin dato",94,"['comedy', 'romance']","['US']",0,5.2,17194,1,"US",31,1,"Alex Richanbach",2,1,5,119,9.75237392286637,"comedy",0
"tm323602","The Price of Success","MOVIE","A comedian's relationship with his family crumbles when his career begins to take off.",2017,"Sin dato",92,"['drama', 'comedy', 'european']","['FR']",0,5.8,362,1,"FR",17,1,"Teddy Lussi-Modeste",3,1,20,86,5.89440283426485,"drama",0
"tm286268","#Rucker50","MOVIE","The celebratory explosion of basketball history makers, legend shakers and lawbreakers; juxtaposed against important events in Civil & Human Rights. The 50 years of The Rucker's ripples reverberate throughout Basketball, Hip-Hop, Harlem, and life.",2016,"Sin dato",56,"['documentation']","['US']",0,5.2,117,0,"US",0,1,"Robert McCullough Jr.",1,1,9,247,4.77068462446567,"documentation",0
"tm160433","Just Go with It","MOVIE","A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",2011,"PG-13",117,"['romance', 'comedy']","['US']",0,6.4,239367,1,"US",33,1,"Dennis Dugan",2,1,15,308,12.3857573956696,"romance",0
"ts287045","Fatma","SHOW","Reeling from tragedy, a nondescript house cleaner embarks on a murderous streak as she searches for her missing husband and reckons with old wounds.",2021,"TV-MA",42,"['crime', 'drama', 'thriller']","['TR']",1,7.4,8185,0,"TR",5,0,"Sin director",3,1,5,148,9.01018065705235,"crime",0
"ts35682","Wentworth","SHOW","Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.",2013,"TV-MA",46,"['drama', 'crime', 'thriller']","['AU']",9,8.6,21747,0,"AU",14,0,"Sin director",3,1,9,186,9.98727707826581,"drama",0
"ts83537","Signs","SHOW","When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",2018,"TV-MA",46,"['thriller', 'crime', 'european']","['PL']",2,6.4,1608,0,"PL",6,0,"Sin director",3,1,5,152,7.38336814699238,"thriller",0
"tm351505","The Reservoir Game","MOVIE","An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",2017,"Sin dato",100,"['documentation']","['KR']",0,6,35,0,"KR",5,1,"Choi Jin-sung",1,1,18,138,3.58351893845611,"documentation",0
"tm863611","Kappela","MOVIE","Set in the village areas of Wayanad, Malappuram and Kannur, Kappela revolves around an ordinary, innocent girl who comes to Kozhikode city from a high range area called Poovarmala.",2020,"Sin dato",113,"['comedy', 'romance']","['IN']",0,7.5,3212,1,"IN",0,0,"Sin director",2,1,7,180,8.07496035911586,"comedy",0
"ts3666","Den-noh Coil","SHOW","Dennō Coil, Coil — A Circle of Children, is a Japanese science fiction anime television series depicting a near future where semi-immersive augmented reality technology has just begun to enter the mainstream. The series takes place in the fictional city of Daikoku, a hotbed of AR development with an emerging city-wide virtual infrastructure. It follows a group of children as they use AR glasses to unravel the mysteries of the half real, half Internet city, using a variety of illegal software tools, techniques, and virtual pets to manipulate the digital landscape.

Dennō Coil, in development for over a decade, is the series director debut of Japanese animator Mitsuo Iso. It premiered on NHK Educational TV on May 12, 2007. Due to the animators involved in its production and its unusually high-profile television broadcast time slot, Dennō Coil was highly anticipated.",2007,"TV-Y7",25,"['scifi', 'animation', 'comedy', 'drama']","['JP']",1,7.9,863,1,"JP",19,0,"Sin director",4,1,12,876,6.76157276880406,"scifi",0
"tm166548","Warrior","MOVIE","The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",2011,"PG-13",140,"['drama', 'action', 'sport']","['US']",0,8.2,463276,0,"US",63,1,"Gavin O'Connor",3,1,7,231,13.0460804263132,"drama",0
"tm502151","A Remarkable Tale","MOVIE","A town at the edge of the missing take desperate measures to avoid it.",2019,"PG",93,"['comedy', 'drama', 'european']","['ES']",0,5.3,1159,1,"ES",24,1,"Marina Seresesky",3,1,17,70,7.05617528410041,"comedy",0
"ts42077","Medici: Masters of Florence","SHOW","The story of the Medici family of Florence, their ascent from simple merchants to power brokers sparking an economic and cultural revolution. Along the way, they also accrue a long list of powerful enemies.",2016,"TV-14",54,"['war', 'drama', 'history', 'romance', 'thriller', 'european']","['GB', 'IT']",3,7.9,18575,0,"GB",10,0,"Sin director",6,2,27,206,9.82962570393767,"war",0
"tm845607","Spirit Riding Free: Spirit of Christmas","MOVIE","Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!",2019,"PG",45,"['animation', 'action', 'comedy', 'drama', 'family']","['US']",0,5.2,122,1,"US",14,1,"Kevin Wotton",5,1,39,237,4.81218435537242,"animation",0
"ts75138","Argon","SHOW","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",2017,"Sin dato",63,"['drama']","['KR']",1,7.3,261,0,"KR",7,1,"Lee Yoon-jung",1,1,5,145,5.5683445037611,"drama",0
"ts57281","All Hail King Julien: Exiled","SHOW","Julien's been dethroned, but loyal friends and some very unlikely allies will propel the lovable lemur on a colorful journey to take back his kingdom.",2017,"TV-Y7",23,"['animation', 'comedy', 'family', 'fantasy']","['US']",1,7.5,559,1,"US",7,0,"Sin director",4,1,28,150,6.32793678372919,"animation",0
"tm571805","Otherhood","MOVIE","A grounded, soulful, celebratory comedy about three mothers and their adult sons. The film explores the stage after motherhood, Otherhood, when you have to redefine your relationship with your children, friends, spouse, and most importantly, yourself.",2019,"R",100,"['comedy']","['US', 'GB']",0,6.1,11048,1,"US",25,1,"Cindy Chupack",1,2,9,251,9.31009520511317,"comedy",0
"tm69997","Richard Pryor: Live in Concert","MOVIE","Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,"R",78,"['comedy', 'documentation']","['US']",0,8.1,5141,1,"US",2,1,"Jeff Margolis",2,1,30,142,8.54519738782584,"comedy",0
"ts53249","Trollhunters: Tales of Arcadia","SHOW","After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",2016,"TV-Y7",22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']","['US']",3,8.4,16509,1,"US",14,0,"Sin director",7,1,30,114,9.71172153691417,"action",0
"ts222606","Black Dog","SHOW","Ko Ha-Neul dreamed of becoming a teacher, due to a teacher who helped her when she was young. Ko Ha-Neul now begins work as a temporary teacher at a private high school. While working there, she interacts with many people, including teachers Park Sung-Soon and Do Yeon-Woo. Both of whom are dedicated to their teaching jobs. Meanwhile, Ko Ha-Neul faces different problems at the school. As she works through those problems, Ko Ha-Neul grows as a person and a teacher.",2019,"TV-14",80,"['drama']","['KR']",1,7.7,129,0,"KR",12,1,"Hwang Joon-Hyuk",1,1,9,467,4.86753445045558,"drama",0
"ts35244","Tiny House Nation","SHOW","Tiny House Nation takes renovation experts John Weisbarth and Zack Griffinh across America to help design and construct tiny dream homes in spaces under 500 square feet. Tiny House Nation proves size doesn't matter it's creative that counts!",2014,"TV-PG",43,"['reality']","['US']",5,7.1,1126,0,"US",2,0,"Sin director",1,1,17,241,7.02731451403978,"reality",0
"ts35406","Between","SHOW","Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.",2015,"TV-14",25,"['scifi', 'drama', 'thriller']","['CA']",2,6,9059,0,"CA",7,1,"Jon Cassar",3,1,7,291,9.11162439903702,"scifi",0
