"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes"
"tm139841","Sinister 2","MOVIE","A young mother and her twin sons move into a rural house that's marked for death.",2015,"R",97,"['horror', 'thriller']","['GB', 'US', 'CA']",NA,5.3,53733
"ts35354","Zoo","SHOW","Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",2015,"TV-14",43,"['drama', 'thriller', 'scifi']","['US']",3,6.6,24479
"tm208622","American Ultra","MOVIE","Mike is an unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe, is suddenly turned upside down.  Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive.",2015,"R",96,"['comedy', 'action', 'scifi']","['US', 'CH']",NA,6.1,89912
"ts38758","Ajin","SHOW","17 years ago, immortals first appeared on the battlefields of Africa. Later, rare, unknown new immortal lifeforms began appearing among humans, and they became known as ""Ajin"" (demi-humans). Just before summer vacation, a Japanese high school student is instantly killed in a traffic accident on his way home from school. However, he is revived, and a price is placed on his head. Thus begins a boy's life on the run from all of humankind.",2016,"TV-MA",24,"['action', 'animation', 'drama', 'fantasy', 'thriller', 'horror', 'scifi']","['JP']",2,7.6,6121
"tm204035","Spectral","MOVIE","A special-ops team is dispatched to fight supernatural beings that have taken over a European city.",2016,"PG-13",109,"['scifi', 'action', 'thriller']","['US']",NA,6.3,58407
"ts42655","Wanted","SHOW","Two complete strangers, Lola and Chelsea, intervene in a fatal carjacking while waiting at a suburban bus stop, and are subsequently thrust into a chase from authorities across Australia with a vehicle filled with cash. The strangers must rely solely on each other while on the run.",2016,"TV-14",45,"['drama', 'action', 'crime']","['AU']",3,7.6,5693
"ts3844","Aquarius","SHOW","In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",2015,"TV-14",43,"['drama', 'crime', 'thriller', 'european']","['US']",2,7.1,12112
"ts53287","Roman Empire","SHOW","This stylish mix of documentary and historical epic chronicles the reign of Commodus, the emperor whose rule marked the beginning of Rome's fall.",2016,"TV-14",48,"['drama', 'history', 'war', 'documentation']","['US']",3,7,7539
"tm136321","Advantageous","MOVIE","In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter, Jules, do all they can to hold on to their joy, despite the instability surfacing in their world.",2015,"",92,"['scifi', 'drama', 'family']","['US']",NA,6.2,5378
"tm233465","The Bye Bye Man","MOVIE","When three college students move into an old house off campus, they unwittingly unleash a supernatural entity known as The Bye Bye Man, who comes to prey upon them once they discover his name. The friends must try to save each other, all the while keeping The Bye Bye Man's existence a secret to save others from the same deadly fate.",2016,"PG-13",96,"['thriller', 'fantasy', 'horror', 'drama']","['US']",NA,4.3,23588
"ts42156","Degrassi: Next Class","SHOW","Follow a group of high school freshmen, sophomores, juniors, and seniors from Degrassi Community School, a fictional school in Toronto, Ontario, as they encounter some of the typical issues and challenges common to a teenager's life.",2016,"TV-PG",24,"['drama', 'romance']","['CA']",6,6.8,3205
"tm136257","Beasts of No Nation","MOVIE","Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",2015,"R",137,"['war', 'drama']","['US', 'GH']",NA,7.7,80129
"ts38116","Mobile Suit Gundam: Iron-Blooded Orphans","SHOW","When Mikazuki Augus, a young member of a private security company known as the CGS, accepts a mission to protect a young woman seeking to liberate the Martian city of Chryse from Earth’s rule, he sets off a chain of events that threatens to send the galaxy back to war.",2015,"TV-MA",24,"['scifi', 'war', 'action', 'drama', 'animation']","['JP']",2,7.9,1623
"tm140843","Self/less","MOVIE","An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.",2015,"PG-13",116,"['scifi', 'thriller', 'action', 'drama']","['US']",NA,6.5,98127
"tm238722","Collateral Beauty","MOVIE","Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",2016,"PG-13",97,"['drama', 'romance']","['US']",NA,6.7,99053
"ts35256","Chef's Table","SHOW","In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.",2015,"TV-MA",50,"['documentation']","['US']",7,8.5,15176
"ts53249","Trollhunters: Tales of Arcadia","SHOW","After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",2016,"TV-Y7",22,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama', 'family']","['US']",3,8.4,16509
"ts42043","March Comes in Like a Lion","SHOW","Rei is a 17-year old professional shōgi player, who lives by himself, not having a real family, and has scarcely any friends. Among his acquaintances is a family, which consists of a young woman, Akari, and two young girls, Hinata and Momo, and who also keep a numerous number of cats.",2016,"TV-PG",25,"['drama', 'animation', 'comedy', 'romance']","['JP']",2,8.4,2586
"tm206512","Circle","MOVIE","In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there. Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die... executed by a strange device in the center of the room.",2015,"",87,"['scifi', 'thriller', 'horror', 'drama', 'european']","['US']",NA,6,52925
"tm200690","The Forest","MOVIE","Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",2016,"R",95,"['thriller', 'scifi', 'drama', 'fantasy', 'horror']","['US']",NA,4.8,42148
"ts35577","God Eater","SHOW","In the early 2050s, unknown life forms called “Oracle cells” begin their uncontrolled consumption of all life on Earth. Their ravenous appetite and remarkable adaptability earn them first dread, then awe, and finally the name “aragami”. In the face of an enemy completely immune to conventional weapons, urban civilization collapses, and each day humanity is driven further and further toward extinction. One single ray of hope remains for humanity. Following the development of “God Arcs”—living weapons which incorporate Oracle cells—their wielders are organized into an elite force.",2015,"TV-14",23,"['scifi', 'animation', 'action']","['JP']",1,7,1911
"ts52830","Gilmore Girls: A Year in the Life","SHOW","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",2016,"TV-14",92,"['comedy', 'drama']","['US']",1,7.6,36359
"ts38731","Rebellion","SHOW","A group of young men and women in Dublin in 1916 are embroiled in a fight for independence during the Easter Rising. The story begins with the outbreak of World War I. As expectations of a short and glorious campaign are dashed, social stability is eroded and Irish nationalism comes to the fore. The tumultuous events that follow are seen through the eyes of a group of friends from Dublin, Belfast and London as they play vital and conflicting roles in the narrative of Ireland's independence.",2016,"TV-14",51,"['war', 'drama', 'history', 'european']","['GB', 'IE']",2,7.1,3658
"ts42127","The Windsors","SHOW","Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.",2016,"TV-MA",27,"['comedy']","['GB']",3,7.1,2648
"ts38809","The Get Down","SHOW","In 1977 New York City, the talented and soulful youth of the South Bronx chase dreams and breakneck beats to transform music history.",2016,"TV-MA",62,"['drama', 'music']","['US']",2,8.2,22304
"tm253083","Blue Jay","MOVIE","Meeting by chance when they return to their tiny California hometown, two former high-school sweethearts reflect on their shared past.",2016,"",81,"['romance', 'drama']","['US']",NA,7.3,17033
"tm316731","Bert Kreischer: The Machine","MOVIE","Storyteller Bert Kreischer expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.",2016,"",70,"['comedy']","['US']",NA,7.6,1513
"tm244403","ARQ","MOVIE","Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.",2016,"R",88,"['scifi', 'thriller', 'action']","['US']",NA,6.3,38463
"tm139194","Ratchet & Clank","MOVIE","When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",2016,"PG",94,"['action', 'animation', 'comedy', 'family', 'scifi', 'fantasy']","['US', 'CA']",NA,5.5,10764
"tm245671","Dangal","MOVIE","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",2016,"PG",161,"['action', 'drama', 'sport']","['IN']",NA,8.4,180247
"tm239733","Headshot","MOVIE","A young man washes ashore, his memory gone - but his past comes back to haunt him after he is nursed back to health and his killing ability is needed when he takes on a powerful drug lord.",2016,"",118,"['thriller', 'action', 'drama']","['ID']",NA,6.3,14608
"ts38568","Flaked","SHOW","In his funky California beach enclave, Chip's the go-to guy for personal insights. But he isn't quite as enlightened when it comes to his own baggage.",2016,"TV-MA",32,"['drama', 'romance', 'comedy']","['US']",2,7.2,11264
"ts37944","A Very Secret Service","SHOW","At the height of the Cold War in 1960, André Merlaux joins the French Secret Service and contends with enemies both foreign and bureaucratic.",2015,"TV-MA",27,"['comedy', 'european']","['FR']",2,7.7,3461
"ts42137","Voltron: Legendary Defender","SHOW","Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",2016,"TV-Y7",24,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family', 'fantasy']","['US']",8,8.1,8706
"ts35987","Transformers: Robots In Disguise","SHOW","Years after the events of Predacons Rising, Bumblebee is summoned back to Earth to battle several of Cybertron's most wanted Decepticons that escaped from a crashed prison ship and assembles a team of young Autobots that includes Sideswipe (a rebel ""bad boy bot""), Strongarm (an Elite Guard cadet), Grimlock (a bombastic Dinobot), and Fixit (a hyperactive Mini-Con with faulty wiring).",2015,"TV-Y7",21,"['scifi', 'animation', 'action', 'comedy']","['US']",5,6,1048
"tm123789","The Young Messiah","MOVIE","Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective, it follows young Jesus as he grows into his religious identity.",2016,"PG-13",120,"['drama', 'fantasy']","['US']",NA,5.6,3542
"ts38770","Lady Dynamite","SHOW","A single-camera half-hour comedy based on what Maria Bamford has accepted to be ""her life."" It's the sometimes surreal story of a woman who loses — and then finds — her s**t.",2016,"TV-MA",30,"['comedy', 'drama']","['US']",2,7.3,3655
"ts42038","No Tomorrow","SHOW","When a risk-averse, straight-arrowed, female procurement manager at an Amazon-like distribution center falls in love with a free-spirited man who lives life to the fullest because he believes the apocalypse is imminent, they embark on a quest together to fulfill their individual bucket lists, with comedic and poignant results.",2016,"TV-14",47,"['comedy', 'drama', 'romance', 'thriller']","['US']",1,7.3,5101
"tm244381","Marauders","MOVIE","An untraceable group of elite bank robbers is chased by a suicidal FBI agent who uncovers a deeper purpose behind the robbery-homicides.",2016,"R",107,"['thriller', 'action', 'crime']","['CA']",NA,5.5,21929
"tm233533","White Girl","MOVIE","Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back.",2016,"",88,"['drama', 'horror', 'crime']","['US']",NA,5.7,10646
"ts42119","Greenleaf","SHOW","The unscrupulous world of the Greenleaf family and their sprawling Memphis megachurch, where scandalous secrets and lies are as numerous as the faithful. Born of the church, the Greenleaf family love and care for each other, but beneath the surface lies a den of iniquity—greed, adultery, sibling rivalry and conflicting values—that threatens to tear apart the very core of their faith that holds them together.",2016,"TV-MA",42,"['drama']","['US']",5,7.3,5158
"ts76079","Grizzy & the Lemmings","SHOW","The forest ranger's house is the only area of human civilization in the middle of untamed wilderness in a vast natural reserve in Canada. When the ranger is away, a bear named Grizzy feels that the ranger's house is his territory, given that bears sit at the top of the food chain. After making his way inside the home, Grizzy takes advantage of all the modern conveniences there, including a comfortable sofa, air conditioning and fully equipped kitchen. He's not alone, though, because a group of small creatures called lemmings also populate the ranger's house when he is away. Because Grizzy and the lemmings are not civilized enough to live together in peace, it becomes an atmosphere of madness when the two sides try to outdo each other with tricks.",2016,"TV-Y7",7,"['comedy', 'animation', 'family', 'european']","['FR']",3,7.1,579
"tm166321","Our Brand Is Crisis","MOVIE","Based on the documentary ""Our Brand Is Crisis"", this feature focuses on the use of American political campaign strategies in South America.",2015,"R",108,"['comedy', 'drama']","['US']",NA,6.1,22147
"tm243121","Mascots","MOVIE","Eager contestants don big heads and furry suits to vie for the title of World's Best Mascot.",2016,"",89,"['comedy']","['US']",NA,5.8,7381
"tm239707","The Do-Over","MOVIE","The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.",2016,"PG-13",108,"['action', 'comedy']","['US']",NA,5.7,45146
"tm242736","Bo Burnham: Make Happy","MOVIE","Combining his trademark wit and self-deprecating humor with original music, Bo Burnham offers up his unique twist on life in this stand-up special about  life, death, sexuality, hypocrisy, mental illness and Pringles cans.",2016,"",60,"['comedy', 'music', 'documentation']","['US']",NA,8.4,14356
"ts41995","Zumbo's Just Desserts","SHOW","Australia’s very own Willy Wonka Adriano Zumbo and acclaimed British chef Rachel Khoo go in search of Australia’s sweetest home cooks. Amateur dessert makers from around the country will put their sweet baking skills to the test until the ultimate dessert king or queen is crowned.",2016,"TV-14",52,"['reality']","['AU']",2,6.9,2125
"ts54028","Case","SHOW","A dramatic thriller about a broken lawyer who seeks redemption through his investigation into the suspicious suicide of a teenage ballet prodigy.",2015,"",46,"['crime', 'drama', 'thriller']","['IS']",1,7,2688
"tm136061","Suffragette","MOVIE","Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.",2015,"PG-13",106,"['drama', 'history']","['FR', 'GB']",NA,6.9,41529
"tm201222","The Girl King","MOVIE","A portrait of the brilliant, extravagant Kristina of Sweden, queen from age six, who fights the conservative forces that are against her ideas to modernize Sweden and who have no tolerance for her awakening sexuality.",2015,"",106,"['drama', 'european', 'history', 'romance']","['SE', 'CA', 'FI', 'FR', 'DE']",NA,5.8,4065
"tm205437","Dream/Killer","MOVIE","In 2005, 20-year-old Ryan Ferguson was convicted and sentenced to 40 years in prison for a crime he did not commit. dream/killer is the story of how his father Bill embarked on 10-year campaign to prove Ryan’s innocence. The film is chock-full of incredible characters. From the questionable District Attorney Kevin Crane, and the highly-confused witness Chuck Erickson, to the high-powered Chicago attorney Kathleen Zellner, the doc depicts both a highly flawed justice system, as well as one that can work brilliantly.",2015,"",107,"['crime', 'documentation']","['US']",NA,7.4,1938
"tm219276","Tallulah","MOVIE","Desperate to be rid of her toddler, a dissatisfied Beverly Hills housewife hires a stranger to babysit and ends up getting much more than she bargained for.",2016,"",111,"['drama', 'romance', 'comedy']","['US']",NA,6.7,20111
"tm233544","Marco Polo: One Hundred Eyes","MOVIE","Before he lost his sight. Before he pledged his service to Kublai Khan. Hundred Eyes saw what made him into the deadly assassin who trains Marco Polo.",2015,"",28,"['action', 'history', 'drama']","['US']",NA,7.8,10742
"ts11670","The Adventures of Puss in Boots","SHOW","The world's greatest feline fighter, lover and milk connoisseur is back in this original series filled with daring adventures, great boots, and laugh-out-loud fun! The entire family will be entranced by Puss' fantastical CG world filled with new characters, exotic locations and mystical tales that make up the stuff of legends. There's nothing that can get in this celebrated swashbuckling kitty's way...except maybe a hairball.",2015,"TV-Y7",23,"['family', 'animation', 'comedy', 'fantasy', 'western', 'action']","['US']",6,6.6,1696
"ts42090","Last Chance U","SHOW","In a docuseries set at one of NCAA football's most fertile recruiting grounds, guys with red flags seek to prove their worth on the field and in class.",2016,"TV-MA",55,"['documentation', 'sport']","['US']",5,8.4,6789
"ts86021","Molang","SHOW","Molang is an affectionate and humorous perspective on the relationship between an eccentric, joyful and enthusiastic rabbit, and a shy, discreet and emotional little chick. Despite their many differences, these two enjoy a unique friendship. They have great times together ranging from the mundane to the extraordinary. Whether they're flying to the moon or merely watering the vegetable patch, Molang and Piu Piu experience unexpected, even unsettling situations. Tricky incidents and misunderstandings are soon transformed into opportunities for fun moments and humor, which Molang's friends are happy to come and share in.",2015,"TV-G",3,"['animation', 'comedy', 'family', 'european']","['FR']",3,8.4,346
"ts35406","Between","SHOW","Between is the story of a town under siege from a mysterious disease that has wiped out everybody except those 21 years old and under. The series explores the power vacuum that results when a government has quarantined a 10-mile diameter area and left the inhabitants to fend for themselves.",2015,"TV-14",25,"['scifi', 'drama', 'thriller']","['CA']",2,6,9059
"ts128895","Midnight Diner: Tokyo Stories","SHOW","An anthology of human relationship stories connected by the only open in the wee hours diner the characters frequent. Resolutions are often facilitated by the owner/chef.",2016,"TV-14",28,"['drama']","['JP']",2,8.4,4109
"ts37660","Reply 1988","SHOW","A nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.",2015,"TV-14",95,"['comedy', 'drama', 'family', 'romance']","['KR']",1,9.2,6557
"ts41258","Cinderella and Four Knights","SHOW","Eun Ha-Won is a college student. She is a bright girl who wants to be a veterinarian, but at home she is lonely. She is isolated from her family members. Eun Ha-Won lives with father, step-mother and step-sister after her mother died in a car accident. One day, she helps a mysterious old man. The old man suggests to her to live in a mansion and pursue her dream of becoming a veterinarian. Since than, she moves into the mansion and lives with three cousins Kang Ji-Woon, Kang Hyun-Min, Kang Seo-Woo and their bodyguard Lee Yoon-Sung.",2016,"TV-PG",61,"['comedy', 'drama', 'romance']","['KR']",1,7.5,3663
"tm308241","Legends of the Hidden Temple","MOVIE","Three siblings who break away from a lackluster temple tour in a jungle finds themselves immersed in a real-life mission comprised of obstacles that they must complete in order to escape alive.",2016,"PG",68,"['family']","['US']",NA,5.7,896
"ts81483","Simon","SHOW","Simon is an adorable little rabbit who exudes all the vitality of childhood. He's at an age when little rabbits (and indeed little children!) are starting to come into their own - challenging relationships with parents, embarking upon school life, learning about the world in general, dealing with authority and of course, language.",2016,"TV-Y",5,"['animation', 'comedy', 'family']","['FR']",2,7,127
"tm221225","David Brent: Life on the Road","MOVIE","A camera crew catches up with David Brent, the former star of the fictional British series, ""The Office"" as he now fancies himself a rockstar on the road.",2016,"",96,"['comedy', 'music', 'action']","['GB']",NA,6.3,20005
"ts37896","Conspiracy","SHOW","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",2015,"TV-14",43,"['documentation', 'history', 'european']","['GB']",1,6.2,367
"ts52943","The Sound of Your Heart","SHOW","Comedy following Cho Seok's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. Based on the popular webtoon series of the same name.",2016,"",24,"['drama', 'comedy']","['KR']",2,8.2,1075
"tm244052","Sebastian Maniscalco: Why Would You Do That?","MOVIE","Comedian Sebastian Maniscalco performs his third Showtime special at the Beacon Theatre in Manhattan.",2016,"",63,"['comedy']","['US']",NA,7.3,1063
"ts36547","Club de Cuervos","SHOW","When the patriarch of a prominent family dies, his heirs battle to determine who will gain control of his beloved soccer team: The Cuervos of Nuevo Toledo.",2015,"TV-MA",44,"['comedy', 'drama']","['MX']",4,8.2,5514
"ts84398","Little Things","SHOW","A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Bengaluru.",2016,"TV-MA",25,"['comedy', 'drama', 'romance']","['IN']",4,8.2,6461
"tm233493","Middle School: The Worst Years of My Life","MOVIE","Rafe has an epic imagination...and a slight problem with authority. Both collide when he transfers to an oppressive, rule-crazy middle school. Drowning in do's and don'ts, Rafe and his scheming best friend Leo hatch a plan to break every rule in the school's Code of Conduct. It's Ferris Bueller meets Home Alone as their battle with Principal Dwight explodes into chaos both real and imagined. But Dwight displays his own fiendish creativity, striking back at the rulebreakers. Meanwhile, Rafe struggles to hide his misbehavior from Jeanne, the straight-A, overachieving girl of his dreams, and at home, his mother's boyfriend -- a moochy, jack-of-no-trades named Bear -- threatens to become his stepfather.",2016,"PG",92,"['comedy', 'family', 'animation']","['US']",NA,6,8972
"ts39014","Kuromukuro","SHOW","When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",2016,"TV-14",24,"['comedy', 'drama', 'action', 'scifi', 'animation']","['JP']",2,7.2,1265
"tm140436","Rock the Kasbah","MOVIE","A washed-up music producer finds one last shot at redemption with a golden-voiced young girl in Afghanistan. However, when jealousy gets the better of a disgruntled ex-boyfriend, he decides to oppose the young star with talent of his own.",2015,"R",100,"['comedy', 'music', 'war']","['MA', 'US']",NA,5.5,11963
"ts38764","Marseille","SHOW","The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.",2016,"TV-MA",46,"['drama', 'european']","['FR']",2,6.9,5083
"ts54110","Puffin Rock","SHOW","Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Follow the pufflings on their adventures as they explore the wild island!",2015,"TV-Y",11,"['animation', 'family', 'comedy', 'european']","['IE']",2,8.7,891
"ts54156","Chef's Table: France","SHOW","Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.",2016,"TV-14",60,"['documentation']","['US']",1,8.2,1723
"tm213681","Veteran","MOVIE","When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.",2015,"",124,"['crime', 'thriller', 'action', 'comedy']","['KR']",NA,7,6501
"tm228242","A Very Murray Christmas","MOVIE","Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.",2015,"",56,"['comedy', 'music']","['US']",NA,5.5,15428
"tm209950","Kevin Hart: What Now?","MOVIE","In Universal Pictures’ Kevin Hart: What Now?, comedic rock-star Kevin Hart follows up his 2013 hit stand-up concert movie Let Me Explain, which grossed $32 million domestically and became the third-highest live stand-up comedy movie of all time. Hart takes center stage in this groundbreaking, record-setting, sold-out performance of “What Now?”—filmed outdoors in front of 50,000 people at Philadelphia’s Lincoln Financial Field—marking the first time a comedian has ever performed to an at-capacity football stadium.",2016,"R",96,"['comedy', 'documentation']","['US']",NA,5.9,9458
"tm205935","Extraction","MOVIE","When a former CIA operative is kidnapped by a group of terrorists, his son learns there is no plan for his father to be saved—so he launches his own rescue operation.",2015,"R",92,"['thriller', 'action']","['GB', 'US']",NA,4.1,11180
"tm244134","Tramps","MOVIE","A young man and woman find love in an unlikely place while carrying out a shady deal.",2016,"",83,"['romance', 'comedy', 'documentation', 'european']","['US']",NA,6.5,5460
"tm271070","The Warriors Gate","MOVIE","After a mysterious chest opens a gateway through time, teen gamer Jack is transported to an ancient empire terrorized by a cruel barbarian king. Jack will need all of his gaming skills as he battles to defeat the barbarian, protect a beautiful princess, and somehow find his way back home.",2016,"PG-13",108,"['action', 'comedy', 'family', 'fantasy', 'european']","['CA', 'CN', 'FR']",NA,5.4,5057
"tm267135","The Dreamseller","MOVIE","The main actor believes that true success is the attaining WHAT money can't buy and encourages people to follow their dreams. He forms a huge following which becomes cult like following. Officials start feeling threatened and conspire to kill him.",2016,"",96,"['drama']","['BR']",NA,6,1438
"tm233616","LEGO Marvel Super Heroes: Avengers Reassembled!","MOVIE","The Avengers are forced to “party” with Ultron when he seeks to disassemble the team by taking control of Iron Man’s armor and enact a nefarious scheme to take over the world.",2015,"",22,"['animation', 'comedy', 'scifi', 'action']","['US']",NA,6.1,843
"tm211510","Incarnate","MOVIE","An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.",2016,"PG-13",91,"['horror', 'thriller']","['US']",NA,5.2,12918
"tm157283","Güeros","MOVIE","Set amidst the 1999 student strikes in Mexico City, this coming-of-age tale finds two brothers venturing through the city in a sentimental search for an aging legendary musician. Shot in black-and-white, Güeros brims with youthful exuberance.",2015,"",106,"['drama', 'comedy']","['MX']",NA,7.4,4120
"tm219173","Term Life","MOVIE","If Nick Barrow can stay alive for 21 days, he'll die happy. Everyone Nick knows wants him dead; Mob bosses, contract killers, and dirty cops. Performing the last act of a desperate man, Nick takes out a million dollar insurance policy on himself, payable to his estranged daughter. The problem? The policy doesn't take effect for 21 days. Nick knows they'll be lucky to be alive for twenty-one hours.",2016,"R",93,"['thriller', 'action', 'crime', 'drama']","['US']",NA,5.6,7860
"tm244507","The Distinguished Citizen","MOVIE","After refusing big and prestigious awards all over the world, Mr. Mantovani, Literature Nobel Prize winner, accepts an invitation to visit his hometown in Argentina, which has been the inspiration for all of his books. It turns out that accepting this invitation is the worse idea of his life. Expect the unexpected when you have used real people as characters in your novels!",2016,"",118,"['comedy', 'drama', 'european']","['AR', 'ES']",NA,7.5,11495
"tm218052","Drishyam","MOVIE","A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.",2015,"R",163,"['thriller', 'crime', 'drama']","['IN']",NA,8.2,79075
"tm229542","John Mulaney: The Comeback Kid","MOVIE","Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",2015,"PG",62,"['comedy', 'documentation']","['US']",NA,7.9,8471
"tm241314","Minimalism: A Documentary About the Important Things","MOVIE","How might your life be better with less? The popular simple-living duo The Minimalists examines the many flavors of minimalism by taking the audience inside the lives of minimalists from various walks of life.",2015,"",79,"['documentation']","['US']",NA,6.7,15656
"ts75829","Lego Bionicle: The Journey to One","SHOW","Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.",2016,"TV-Y7",17,"['animation', 'action', 'fantasy', 'scifi']","['US']",2,5.5,170
"tm282915","Fate/Grand Order: First Order","MOVIE","The year 2015 CE.  The last era in which magecraft still thrived.  The Chaldea Security Organization was founded to focus on preserving the continuation of human history. They observe a world which magecraft couldn't observe and science couldn't measure all to prevent the certain extinction of humanity.  But one day, the future that Chaldea continued to observe disappears and humanity's extinction in 2017 becomes clear. Rather, it had already happened.  The cause seems to be related to Fuyuki, a provincial town in Japan, in the year 2004 CE. There, an ""unobservable region"" that had not existed before appears.  Based on the assumption that Fuyuki is the reason for humanity's extinction, Chaldea issues an order to explore, investigate, and possibly destroy this singularity – a quest for the Holy Grail, the Grand Order.",2016,"",72,"['fantasy', 'animation']","['JP']",NA,5.7,865
"ts35360","Inspector Gadget","SHOW","When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.",2015,"TV-Y",21,"['action', 'comedy', 'family', 'scifi', 'animation']","['CA', 'US']",4,4.5,614
"tm246870","Lavender","MOVIE","A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.",2016,"",92,"['thriller', 'drama']","['CA', 'US']",NA,5.3,7005
"tm238748","The Darkness","MOVIE","A family returns from a Grand Canyon vacation with a supernatural presence in tow.",2016,"PG-13",92,"['thriller', 'horror']","['US']",NA,4.5,15848
"tm193125","Hot Girls Wanted","MOVIE","A first-ever look at the realities of the professional “amateur” porn world and the steady stream of 18-to-19-year old girls entering into it.",2015,"",84,"['documentation']","['US']",NA,6.1,17447
"ts42075","Intersection","SHOW","Naz who is a paediatrician loses her baby during pregnancy. Even though her husband wants another baby, she refuses to go through the same thing all over again. She goes to Italy for a conference and meets Ali Nejat there.",2016,"TV-MA",97,"['drama']","['TR']",2,6.7,1152
"ts41883","The K2","SHOW","A patriotic bodyguard who was abandoned by his country and colleagues, a hidden daughter of leading Presidential candidate who regards love as a tool for revenge, and the First Lady contender who hides her ambition and charisma behind a kind and friendly personality.",2016,"TV-14",65,"['war', 'drama', 'romance', 'thriller']","['KR']",1,7.9,5615
"ts36630","Dinotrux","SHOW","Half dinosaur, half construction truck, full-on fun! Watch giant Ty Rux, his little buddy Revvit and the crew come face-to-face with evil D-Structs.",2015,"TV-Y7",23,"['action', 'comedy', 'family', 'animation']","['US']",5,6.8,458
